Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",0,3.92,Anchor Books,Paperback,351,2003,2001,,2022/05/08,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.64,Tor Books,Hardcover,1007,2010,2010,,2022/05/07,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
12544648,Cracking the Coding Interview: 150 Programming Questions and Solutions,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""1466208686""","=""9781466208681""",0,4.35,Createspace,Paperback,500,2011,2008,,2022/05/05,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423157370""","=""9781423157373""",0,4.16,Disney Hyperion,Hardcover,488,2012,2012,,2022/05/05,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",Mario Pulver,"=""1619636107""","=""9781619636101""",5,4.60,Bloomsbury YA,Hardcover,984,2018,2018,,2022/03/04,,,read,,,,1,,,0,,,,,
32571395,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",4,4.02,Delacorte Press,Kindle Edition,360,2017,2017,2022/05/01,2020/05/13,really-want-to-read,really-want-to-read (#7),read,,,,1,,,0,,,,,
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681195771""","=""9781681195773""",5,4.28,Bloomsbury USA Childrens,Hardcover,660,2017,2017,2022/05/01,2022/03/04,,,read,,,,1,,,0,,,,,
40969531,A Winter's Promise (The Mirror Visitor #1),Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,"=""""","=""""",0,4.10,Europa Editions,Kindle Edition,492,2018,2013,,2022/05/01,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2022/04/18,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
56978089,"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,"Lin, Judy I.",,"=""1250767083""","=""9781250767080""",0,4.01,Feiwel and Friends,Hardcover,384,2022,2022,,2022/04/01,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",0,4.27,Harper,Hardcover,272,2018,2018,,2022/03/30,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
58132544,"A River Enchanted (Elements of Cadence, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""0063055988""","=""9780063055988""",0,4.16,Harper Voyager,Hardcover,480,2022,2022,,2022/03/28,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
53914938,The Rose Code,Kate Quinn,"Quinn, Kate",,"=""0062943472""","=""9780062943477""",0,4.47,William Morrow,Paperback,624,2021,2021,,2022/03/28,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",0,4.23,Tor Books,Hardcover,444,2020,2020,,2022/03/28,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
55780553,Daughters of a Dead Empire,Carolyn Tara O'Neil,"O'Neil, Carolyn Tara",,"=""1250755530""","=""9781250755537""",0,3.84,Roaring Brook Press,Hardcover,336,2022,2022,,2022/03/28,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
58787295,The Librarian Spy: A Novel of World War II,Madeline  Martin,"Martin, Madeline",,"=""1335426914""","=""9781335426918""",0,4.80,Hanover Square Press,Paperback,400,2022,2022,,2022/03/27,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.04,Flatiron Books,Hardcover,459,2019,2019,,2022/03/27,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408852594""","=""9781408852590""",0,4.34,Bloomsbury Childrens,ebook,448,2014,2014,,2022/03/27,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
22896,"Practical Magic (Practical Magic, #1)",Alice Hoffman,"Hoffman, Alice",,"=""""","=""""",0,3.75,Penguin,Paperback,286,2003,1995,,2022/03/27,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.46,G.P. Putnam’s Sons,ebook,384,2018,2018,,2022/03/24,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
58802525,52 Modern Manners For Today's Teens,Brooke Romney,"Romney, Brooke",,"=""1735854433""","=""9781735854434""",0,4.82,,Paperback,,2021,,,2022/03/23,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey,Paperback,193,2007,1979,,2022/03/18,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,3.68,Crown,Hardcover,305,2017,2017,,2022/03/18,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.40,Crown,Hardcover,384,2014,2011,,2022/03/18,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
55809684,Please Yourself: How to Stop People-Pleasing and Transform the Way You Live,Emma Reed Turrell,"Turrell, Emma Reed",,"=""0008409374""","=""9780008409371""",0,4.02,Fourth Estate,Hardcover,240,2021,,,2022/03/10,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2022/03/09,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636042""","=""9781619636040""",0,4.55,Bloomsbury USA Childrens,Hardcover,648,2015,2015,,2022/03/04,,,read,,,,1,,,0,,,,,
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630656""","=""9781619630659""",0,4.46,Bloomsbury USA Childrens,Hardcover,565,2014,2014,,2022/03/04,,,read,,,,1,,,0,,,,,
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.19,Bloomsbury USA Children's,Hardcover,406,2012,2012,,2021/05/20,,,read,,,,1,,,0,,,,,
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.55,Bloomsbury Children's Books,Hardcover,689,2016,2016,,2022/03/04,,,read,,,,1,,,0,,,,,
59651557,"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",0,3.91,Berkley,Kindle Edition,112,2022,2022,,2022/03/02,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
26074194,"Queen of Hearts (Queen of Hearts Saga, #1)",Colleen Oakes,"Oakes, Colleen",,"=""0062409727""","=""9780062409720""",0,3.67,HarperTeen,Hardcover,306,2016,2014,,2022/02/26,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",5,3.54,Crown Publishing ,Hardcover,355,2015,2015,2022/02/22,2022/01/16,,,read,Another amazing video game themed adventure by Ernest Cline. I need to know if there going to be a sequel?? ,,,1,,,0,,,,,
9939156,Uncharted: The Fourth Labyrinth,Christopher Golden,"Golden, Christopher",,"=""0345522176""","=""9780345522177""",0,3.68,Del Rey,Paperback,322,2011,2011,,2022/02/07,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
58878356,Ledge,Stacey McEwan,"McEwan, Stacey",,"=""""","=""978191520216""",0,4.70,Angry Robot,Hardcover,400,2022,2021,,2022/01/27,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630621""","=""9781619630628""",0,4.36,Bloomsbury USA Childrens,Hardcover,420,2013,2013,,2022/01/26,,,read,,,,1,,,0,,,,,
224552,Why Does He Do That?: Inside the Minds of Angry and Controlling Men,Lundy Bancroft,"Bancroft, Lundy",,"=""0425191656""","=""9780425191651""",0,4.44,Berkley,Paperback,408,2003,2002,,2022/01/24,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
944267,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",Henry Cloud,"Cloud, Henry",John  Townsend,"=""""","=""""",0,4.19,Zondervan,Hardcover,314,1992,1992,,2022/01/24,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
33963221,POWER: Surviving and Thriving After Narcissistic Abuse: A Collection of Essays on Malignant Narcissism and Recovery from Emotional Abuse,Shahida Arabi,"Arabi, Shahida",,"=""""","=""""",0,4.45,Thought Catalog Books,Kindle Edition,355,2017,2017,,2022/01/24,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
36570011,I Have Something to Tell You: A Memoir,Natalie Appleton,"Appleton, Natalie",,"=""""","=""9781775004417""",0,3.41,Natalie Appleton,ebook,,2018,,,2022/01/24,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
57070660,Just Haven't Met You Yet,Sophie Cousens,"Cousens, Sophie",,"=""0593331524""","=""9780593331521""",0,3.86,G.P. Putnam's Sons,Paperback,371,2021,2021,,2022/01/22,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",0,3.43,Ballantine Books,Hardcover,370,2020,2020,2022/01/16,2021/11/13,,,read,,,,1,,,0,,,,,
57873303,American Marxism,Mark R. Levin,"Levin, Mark R.",,"=""""","=""""",0,4.23,Threshold Editions,Kindle Edition,317,2021,2021,,2021/12/16,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
56614597,"Gilded (Gilded, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250618843""","=""9781250618849""",5,3.95,Feiwel and Friends,Hardcover,502,2021,2021,2021/12/05,2021/10/17,,,read,,,,1,,,0,,,,,
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.25,Del Rey,Hardcover,382,2014,2014,,2021/12/05,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,4.16,Putnam Juvenile,Hardcover,305,2011,2011,,2021/11/27,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.19,Bloomsbury USA Childrens,Hardcover,432,2015,2015,,2021/11/26,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
32768509,Girls Made of Snow and Glass,Melissa Bashardoust,"Bashardoust, Melissa",,"=""1250077737""","=""9781250077738""",0,3.79,Flatiron Books,Hardcover,384,2017,2017,,2021/11/26,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
2324793,The Tokyo Puzzles,Kōzaburō Fujimura,"Fujimura, Kōzaburō",Martin Gardner,"=""0584103573""","=""9780584103571""",0,3.17,Biddles Ltd,,184,1981,1978,,2021/11/26,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
7625853,Software Engineering Best Practices: Lessons from Successful Projects in the Top Companies,Capers Jones,"Jones, Capers",,"=""007162161X""","=""9780071621618""",0,3.61,McGraw-Hill Companies,Hardcover,688,2009,2009,,2021/11/26,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
405790,Beautiful Code: Leading Programmers Explain How They Think,Andy Oram,"Oram, Andy","Greg Wilson, Jon L. Bentley, Brian W. Kernighan, Charles Petzold, Douglas Crockford, Henry S. Warren Jr., Ashish Gulhati, Lincoln Stein, Jim Kent, Jack Dongarra, Poitr Luszczek, Adam Kolawa, Greg Kroah-Hartman, Diomidis Spinellis, Andrew Kuchling, Travis E. Oliphant, Ronald Mak, Rogério Atem de Carvalho, Rafael Monnerat, Bryan Cantrill, Jeffrey Dean, Sanjay Ghemawat, Simon Peyton Jones, R. Kent Dybuig, William R. Otte, Douglas C. Schmidt, Andrew Patzer, Karl Fogel, Tim Bray, Elliotte Rusty Harold, Michael C. Feathers, Alberto Savoia","=""0596510047""","=""9780596510046""",0,3.76,O'Reilly Media,Paperback,563,2007,2009,,2021/11/26,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
276057,Black Bodies and Quantum Cats: Tales from the Annals of Physics,Jennifer Ouellette,"Ouellette, Jennifer",Alan Chodos,"=""0143036033""","=""9780143036036""",0,3.84,Penguin Books,Paperback,336,2005,2005,,2021/11/26,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
50531218,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0241480744""","=""9780241480748""",0,4.25,Penguin,Hardcover,368,2021,2021,,2021/11/26,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
55264209,Sistersong,Lucy  Holland,"Holland, Lucy",,"=""1529039037""","=""9781529039030""",0,4.03,Macmillan,Hardcover,416,2021,2021,,2021/11/26,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
11614718,"Delirium (Delirium, #1)",Lauren Oliver,"Oliver, Lauren",,"=""0061726834""","=""9780061726835""",0,3.96,HarperCollins,Paperback,441,2012,2011,,2021/11/26,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.37,Electric Monkey,Paperback,433,2019,2019,,2021/11/26,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
54645696,The Shadow in the Glass,J.J.A. Harwood,"Harwood, J.J.A.",,"=""0008368090""","=""9780008368098""",0,3.21,HarperVoyager,Hardcover,416,2021,2021,,2021/11/26,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
25756328,"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,"Welch, Jenna Evans",,"=""1481432540""","=""9781481432542""",0,4.13,Simon Pulse,Hardcover,389,2016,2016,,2021/11/26,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
21819191,Coin Heist,Elisa Ludwig,"Ludwig, Elisa",,"=""""","=""""",0,3.32,Adaptive Studios,Kindle Edition,304,2014,2014,,2021/11/26,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
1072531,The Naked Communist,W. Cleon Skousen,"Skousen, W. Cleon",,"=""1568493673""","=""9781568493671""",0,4.30,Buccaneer Books,Hardcover,408,2003,1960,,2021/11/26,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
30037865,"Rise of Fire (Reign of Shadows, #2)",Sophie Jordan,"Jordan, Sophie",,"=""0062377671""","=""9780062377678""",0,3.61,HarperTeen,Hardcover,294,2017,2017,,2021/11/26,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.24,Crown Publishers,Hardcover,374,2011,2011,,2021/11/13,,,read,,,,1,,,0,,,,,
19501,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0143038419""","=""9780143038412""",0,3.60,Riverhead Books,Paperback,368,2007,2006,,2021/11/02,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",0,4.22,Harper Collins,Hardcover,321,2008,2008,,2021/11/02,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",0,4.11,Penguin Books,Paperback,256,2016,2015,,2021/10/26,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
45152372,How to Stop Time,Matt Haig,"Haig, Matt",,"=""0525522891""","=""9780525522898""",0,3.85,Penguin Books,Paperback,352,2019,2017,,2021/10/26,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
27362503,It Ends with Us,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.43,Atria Books,Kindle Edition,385,2016,2016,,2021/10/24,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",0,4.31,Blue Box Press,ebook,622,2020,2020,,2021/10/24,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.45,Blue Box Press,Kindle Edition,637,2020,2020,,2021/10/24,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",0,4.24,"Little, Brown Books for Young Readers",Hardcover,376,2020,2020,,2021/10/24,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
44492285,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",0,3.89,Ace Books,Mass Market Paperback,337,2019,1969,,2021/10/21,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
29772863,"Wires and Nerve (Wires and Nerve, #1)",Marissa Meyer,"Meyer, Marissa","Douglas Holgate, Stephen Gilpin","=""1250078261""","=""9781250078261""",0,4.13,Feiwel  Friends,Hardcover,238,2017,2017,,2019/06/24,,,read,,,,1,,,0,,,,,
22489107,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,"Meyer, Marissa",,"=""1250060559""","=""9781250060556""",0,3.97,Feiwel & Friends,Hardcover,222,2015,2015,2021/10/17,2019/01/01,,,read,,,,1,,,0,,,,,
35391237,"Five ​Dark Fates (Three Dark Crowns, #4)",Kendare Blake,"Blake, Kendare",,"=""0062686178""","=""9780062686176""",0,3.93,HarperTeen,Hardcover,452,2019,2019,,2021/08/28,,,read,,,,1,,,0,,,,,
37486213,"Two Dark Reigns (Three Dark Crowns, #3)",Kendare Blake,"Blake, Kendare",,"=""0062686143""","=""9780062686145""",5,4.00,Quill Tree Books,Hardcover,464,2018,2018,2021/10/17,2021/08/28,,,read,,,,1,,,0,,,,,
180463,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,"Institute, The Arbinger",,"=""1576751740""","=""9781576751749""",0,4.11,Berrett-Koehler Publishers,Paperback,180,2002,2000,,2021/10/14,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
16000044,"Rebel Spring (Falling Kingdoms, #2)",Morgan Rhodes,"Rhodes, Morgan",Michelle Rowen,"=""1595145931""","=""9781595145932""",0,4.09,Razorbill,Hardcover,401,2013,2013,,2021/10/09,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
12954620,"Falling Kingdoms (Falling Kingdoms, #1)",Morgan Rhodes,"Rhodes, Morgan",Michelle Rowen,"=""1595145842""","=""9781595145840""",0,3.78,Razorbill,Hardcover,412,2012,2012,,2021/10/09,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
